"","Group.1","x"
"18337","29816",1
"18338","29817",224
"18339","29819",1
"18340","29822",112
"18341","29824",326
"18342","29827",2
"18343","29828",1
"18344","29829",112
"18345","29832",224
"18346","29835",113
"18347","29836",1
"18348","29840",1
"18349","29841",92
"18350","29842",113
"18351","29843",1
"18352","29845",1
"18353","29847",113
"18354","29849",1
"18355","29851",261
"18356","29853",260
"18357","29860",113
"18358","29902",147
"18359","29903",1
"18360","29905",112
"18361","29906",610
"18362","29907",474
"18363","29909",260
"18364","29910",604
"18365","29918",215
"18366","29920",215
"18367","29924",542
"18368","29925",215
"18369","29926",81
"18370","29927",372
"18371","29928",370
"18372","29935",326
"18373","29936",599
"18374","29938",1
"18375","29941",1
"18376","29944",1
"18377","29945",2
"18378","37012",1
"18379","37013",383
"18380","37014",112
"18381","37015",262
"18382","37018",112
"18383","37020",326
"18384","37022",1
"18385","37024",2
"18386","37025",1
"18387","37027",244
"18388","37028",1
"18389","37030",428
"18390","37031",113
"18391","37032",2
"18392","37033",406
"18393","37034",214
"18394","37035",1
"18395","37036",1
"18396","37037",1
"18397","37040",378
"18398","37042",473
"18399","37043",395
"18400","37048",1
"18401","37049",113
"18402","37050",2
"18403","37055",159
"18404","37058",112
"18405","37060",1
"18406","37061",112
"18407","37062",215
"18408","37063",1
"18409","37064",386
"18410","37065",1
"18411","37066",264
"18412","37067",350
"18413","37069",113
"18414","37070",1
"18415","37072",240
"18416","37073",261
"18417","37074",496
"18418","37075",273
"18419","37076",351
"18420","37078",1
"18421","37079",1
"18422","37080",113
"18423","37082",113
"18424","37083",621
"18425","37085",2
"18426","37086",273
"18427","37087",313
"18428","37088",1
"18429","37090",169
"18430","37091",338
"18431","37095",1
"18432","37096",215
"18433","37097",214
"18434","37101",112
"18435","37110",473
"18436","37111",1
"18437","37115",277
"18438","37122",407
"18439","37127",283
"18440","37128",496
"18441","37129",397
"18442","37130",257
"18443","37132",1
"18444","37133",1
"18445","37134",215
"18446","37135",214
"18447","37137",1
"18448","37138",428
"18449","37140",1
"18450","37141",1
"18451","37143",1
"18452","37144",112
"18453","37146",1
"18454","37148",284
"18455","37149",1
"18456","37150",214
"18457","37160",211
"18458","37166",519
"18459","37167",170
"18460","37172",440
"18461","37174",373
"18462","37178",1
"18463","37179",2
"18464","37181",1
"18465","37183",1
"18466","37184",112
"18467","37185",576
"18468","37186",406
"18469","37187",113
"18470","37188",474
"18471","37189",1
"18472","37190",306
"18473","37201",372
"18474","37203",352
"18475","37204",126
"18476","37205",351
"18477","37206",632
"18478","37207",384
"18479","37208",576
"18480","37209",503
"18481","37210",429
"18482","37211",343
"18483","37212",541
"18484","37214",513
"18485","37215",337
"18486","37216",216
"18487","37217",262
"18488","37218",261
"18489","37219",224
"18490","37220",326
"18491","37221",598
"18492","37228",112
"18493","37236",1
"18494","37301",112
"18495","37303",351
"18496","37306",1
"18497","37307",224
"18498","37309",1
"18499","37310",112
"18500","37311",148
"18501","37312",114
"18502","37313",112
"18503","37318",1
"18504","37320",112
"18505","37321",329
"18506","37322",372
"18507","37323",542
"18508","37324",474
"18509","37325",2
"18510","37327",542
"18511","37330",112
"18512","37331",394
"18513","37332",2
"18514","37334",103
"18515","37336",112
"18516","37339",112
"18517","37340",1
"18518","37341",113
"18519","37343",340
"18520","37345",1
"18521","37347",541
"18522","37350",224
"18523","37352",1
"18524","37353",326
"18525","37354",273
"18526","37355",103
"18527","37356",112
"18528","37357",215
"18529","37360",1
"18530","37362",1
"18531","37363",406
"18532","37364",1
"18533","37367",215
"18534","37369",1
"18535","37370",1
"18536","37371",112
"18537","37373",2
"18538","37377",282
"18539","37379",406
"18540","37380",542
"18541","37381",260
"18542","37385",428
"18543","37387",1
"18544","37388",192
"18545","37389",1
"18546","37397",1
"18547","37398",318
"18548","37401",1
"18549","37402",576
"18550","37403",394
"18551","37404",158
"18552","37405",92
"18553","37406",496
"18554","37407",284
"18555","37408",541
"18556","37409",1
"18557","37410",1
"18558","37411",125
"18559","37412",621
"18560","37415",531
"18561","37416",576
"18562","37419",394
"18563","37421",477
"18564","37501",1
"18565","37601",299
"18566","37602",1
"18567","37604",213
"18568","37615",216
"18569","37617",417
"18570","37618",282
"18571","37620",451
"18572","37621",112
"18573","37640",1
"18574","37641",215
"18575","37642",2
"18576","37643",351
"18577","37645",113
"18578","37650",295
"18579","37658",1
"18580","37659",576
"18581","37660",214
"18582","37662",1
"18583","37663",295
"18584","37664",440
"18585","37665",1
"18586","37680",1
"18587","37681",112
"18588","37683",576
"18589","37684",1
"18590","37686",113
"18591","37688",1
"18592","37690",112
"18593","37692",1
"18594","37694",1
"18595","37701",147
"18596","37705",1
"18597","37708",2
"18598","37709",113
"18599","37710",1
"18600","37711",1
"18601","37713",1
"18602","37714",113
"18603","37715",1
"18604","37716",588
"18605","37717",1
"18606","37721",215
"18607","37722",326
"18608","37723",1
"18609","37725",554
"18610","37737",214
"18611","37738",403
"18612","37742",112
"18613","37743",564
"18614","37744",1
"18615","37745",440
"18616","37748",307
"18617","37755",113
"18618","37756",1
"18619","37757",508
"18620","37760",530
"18621","37762",113
"18622","37763",305
"18623","37764",2
"18624","37766",621
"18625","37769",113
"18626","37770",1
"18627","37771",262
"18628","37772",428
"18629","37774",307
"18630","37777",283
"18631","37801",361
"18632","37802",1
"18633","37803",215
"18634","37804",318
"18635","37807",587
"18636","37811",113
"18637","37813",462
"18638","37814",148
"18639","37815",1
"18640","37816",1
"18641","37818",112
"18642","37820",2
"18643","37821",362
"18644","37825",519
"18645","37830",484
"18646","37840",261
"18647","37841",609
"18648","37845",1
"18649","37847",2
"18650","37849",610
"18651","37854",216
"18652","37857",565
"18653","37860",112
"18654","37861",428
"18655","37862",285
"18656","37863",322
"18657","37864",1
"18658","37865",372
"18659","37869",113
"18660","37871",496
"18661","37873",1
"18662","37874",417
"18663","37876",351
"18664","37877",1
"18665","37879",283
"18666","37882",283
"18667","37886",1
"18668","37887",215
"18669","37890",394
"18670","37891",214
"18671","37892",113
"18672","37901",1
"18673","37902",496
"18674","37909",261
"18675","37912",406
"18676","37914",238
"18677","37915",1
"18678","37916",406
"18679","37917",406
"18680","37918",125
"18681","37919",465
"18682","37920",158
"18683","37921",318
"18684","37922",170
"18685","37923",227
"18686","37924",417
"18687","37927",1
"18688","37929",1
"18689","37931",326
"18690","37932",564
"18691","37934",428
"18692","37938",576
"18693","37996",1
"18694","38001",215
"18695","38002",284
"18696","38004",474
"18697","38006",1
"18698","38008",587
"18699","38011",2
"18700","38012",249
"18701","38015",112
"18702","38016",587
"18703","38017",322
"18704","38018",216
"18705","38019",70
"18706","38024",211
"18707","38025",1
"18708","38027",112
"18709","38028",260
"18710","38034",113
"18711","38037",113
"18712","38039",2
"18713","38040",260
"18714","38049",2
"18715","38053",362
"18716","38057",1
"18717","38058",1
"18718","38059",113
"18719","38060",328
"18720","38061",1
"18721","38063",262
"18722","38067",1
"18723","38068",587
"18724","38075",1
"18725","38079",224
"18726","38080",2
"18727","38103",643
"18728","38104",103
"18729","38105",224
"18730","38106",328
"18731","38107",112
"18732","38108",496
"18733","38109",328
"18734","38111",428
"18735","38112",519
"18736","38113",1
"18737","38114",362
"18738","38115",126
"18739","38116",247
"18740","38117",321
"18741","38118",533
"18742","38119",406
"18743","38120",215
"18744","38122",266
"18745","38124",1
"18746","38125",326
"18747","38126",215
"18748","38127",395
"18749","38128",417
"18750","38132",1
"18751","38133",297
"18752","38134",294
"18753","38135",112
"18754","38137",2
"18755","38138",255
"18756","38139",2
"18757","38141",295
"18758","38174",1
"18759","38175",1
"18760","38190",112
"18761","38201",496
"18762","38220",112
"18763","38221",112
"18764","38222",2
"18765","38225",496
"18766","38229",1
"18767","38230",113
"18768","38232",1
"18769","38235",1
"18770","38237",610
"18771","38241",1
"18772","38242",428
"18773","38257",112
"18774","38260",1
"18775","38261",81
"18776","38301",210
"18777","38305",396
"18778","38310",372
"18779","38313",1
"18780","38315",1
"18781","38316",112
"18782","38317",2
"18783","38320",14
"18784","38326",282
"18785","38327",112
"18786","38329",112
"18787","38330",1
"18788","38340",576
"18789","38343",340
"18790","38344",530
"18791","38351",213
"18792","38352",1
"18793","38355",112
"18794","38357",1
"18795","38358",169
"18796","38359",1
"18797","38363",439
"18798","38366",1
"18799","38367",2
"18800","38368",1
"18801","38369",261
"18802","38372",317
"18803","38374",1
"18804","38375",576
"18805","38376",1
"18806","38379",1
"18807","38381",113
"18808","38382",340
"18809","38389",2
"18810","38391",1
"18811","38401",250
"18812","38425",1
"18813","38449",326
"18814","38450",1
"18815","38451",1
"18816","38455",1
"18817","38460",1
"18818","38461",1
"18819","38462",474
"18820","38464",170
"18821","38468",2
"18822","38469",372
"18823","38472",1
"18824","38474",2
"18825","38478",407
"18826","38481",2
"18827","38483",261
"18828","38485",326
"18829","38487",2
"18830","38501",381
"18831","38506",3
"18832","38543",1
"18833","38544",283
"18834","38549",224
"18835","38551",214
"18836","38553",112
"18837","38555",158
"18838","38556",261
"18839","38557",1
"18840","38558",1
"18841","38562",113
"18842","38563",215
"18843","38565",1
"18844","38570",227
"18845","38571",283
"18846","38572",428
"18847","38574",508
"18848","38577",1
"18849","38581",113
"18850","38583",340
"18851","38585",113
"18852","38587",1
"18853","53002",1
"18854","53004",2
"18855","53005",340
"18856","53006",112
"18857","53007",496
"18858","53010",326
"18859","53012",70
"18860","53013",1
"18861","53014",214
"18862","53016",2
"18863","53017",1
"18864","53018",318
"18865","53019",1
"18866","53020",112
"18867","53021",112
"18868","53022",530
"18869","53024",307
"18870","53026",1
"18871","53027",351
"18872","53029",587
"18873","53031",2
"18874","53032",215
"18875","53033",1
"18876","53035",2
"18877","53036",1
"18878","53037",215
"18879","53038",47
"18880","53039",112
"18881","53040",261
"18882","53042",261
"18883","53044",224
"18884","53045",384
"18885","53046",1
"18886","53048",214
"18887","53050",261
"18888","53051",362
"18889","53056",1
"18890","53059",112
"18891","53061",326
"18892","53063",1
"18893","53066",92
"18894","53069",2
"18895","53072",249
"18896","53073",542
"18897","53074",306
"18898","53075",2
"18899","53076",261
"18900","53078",1
"18901","53079",2
"18902","53080",1
"18903","53081",336
"18904","53083",632
"18905","53085",576
"18906","53086",406
"18907","53089",326
"18908","53090",260
"18909","53092",70
"18910","53093",1
"18911","53094",48
"18912","53095",137
"18913","53097",2
"18914","53098",326
"18915","53104",261
"18916","53105",406
"18917","53108",113
"18918","53110",294
"18919","53114",1
"18920","53115",340
"18921","53118",113
"18922","53119",112
"18923","53120",326
"18924","53121",599
"18925","53122",295
"18926","53125",1
"18927","53126",113
"18928","53127",1
"18929","53128",112
"18930","53129",181
"18931","53130",417
"18932","53132",621
"18933","53137",1
"18934","53140",373
"18935","53141",2
"18936","53142",92
"18937","53143",576
"18938","53144",610
"18939","53146",113
"18940","53147",159
"18941","53149",587
"18942","53150",406
"18943","53151",632
"18944","53154",307
"18945","53156",1
"18946","53158",450
"18947","53167",112
"18948","53168",224
"18949","53172",261
"18950","53177",417
"18951","53179",1
"18952","53181",1
"18953","53182",326
"18954","53184",326
"18955","53185",599
"18956","53186",148
"18957","53188",565
"18958","53189",541
"18959","53190",519
"18960","53191",1
"18961","53202",214
"18962","53203",609
"18963","53204",137
"18964","53205",554
"18965","53206",439
"18966","53207",384
"18967","53208",307
"18968","53209",317
"18969","53210",587
"18970","53211",362
"18971","53212",383
"18972","53213",37
"18973","53214",287
"18974","53215",395
"18975","53216",329
"18976","53217",248
"18977","53218",262
"18978","53219",318
"18979","53220",306
"18980","53221",328
"18981","53222",329
"18982","53223",351
"18983","53224",261
"18984","53225",439
"18985","53226",301
"18986","53227",565
"18987","53228",542
"18988","53233",261
"18989","53235",1
"18990","53402",554
"18991","53403",37
"18992","53404",394
"18993","53405",282
"18994","53406",536
"18995","53501",1
"18996","53502",1
"18997","53504",2
"18998","53508",215
"18999","53510",1
"19000","53511",214
"19001","53515",1
"19002","53516",2
"19003","53520",372
"19004","53523",283
"19005","53525",214
"19006","53526",112
"19007","53527",113
"19008","53528",283
"19009","53530",2
"19010","53531",2
"19011","53532",215
"19012","53533",394
"19013","53534",474
"19014","53536",112
"19015","53537",112
"19016","53538",318
"19017","53540",1
"19018","53545",264
"19019","53546",14
"19020","53547",1
"19021","53548",394
"19022","53549",224
"19023","53550",1
"19024","53551",428
"19025","53555",372
"19026","53558",14
"19027","53559",2
"19028","53560",113
"19029","53561",1
"19030","53562",373
"19031","53563",326
"19032","53565",496
"19033","53566",103
"19034","53570",1
"19035","53572",564
"19036","53573",2
"19037","53574",474
"19038","53575",326
"19039","53576",1
"19040","53577",1
"19041","53578",215
"19042","53581",318
"19043","53583",474
"19044","53586",1
"19045","53587",1
"19046","53588",406
"19047","53589",554
"19048","53590",632
"19049","53593",520
"19050","53594",113
"19051","53597",428
"19052","53598",1
"19053","53703",321
"19054","53704",347
"19055","53705",339
"19056","53711",26
"19057","53713",293
"19058","53714",554
"19059","53715",327
"19060","53716",48
"19061","53717",136
"19062","53718",261
"19063","53719",270
"19064","53725",112
"19065","53804",214
"19066","53805",283
"19067","53807",2
"19068","53808",2
"19069","53809",113
"19070","53811",1
"19071","53812",112
"19072","53813",326
"19073","53818",158
"19074","53820",112
"19075","53821",599
"19076","53901",340
"19077","53910",214
"19078","53911",2
"19079","53913",217
"19080","53916",351
"19081","53919",112
"19082","53925",372
"19083","53929",214
"19084","53934",2
"19085","53940",112
"19086","53941",1
"19087","53944",113
"19088","53946",1
"19089","53948",520
"19090","53949",2
"19091","53950",112
"19092","53952",2
"19093","53954",2
"19094","53955",2
"19095","53956",214
"19096","53959",306
"19097","53960",112
"19098","53963",216
"19099","53964",305
"19100","53965",48
"19101","53968",2
"19102","54001",576
"19103","54002",2
"19104","54005",1
"19105","54009",1
"19106","54011",326
"19107","54013",1
"19108","54015",113
"19109","54016",70
"19110","54017",588
"19111","54020",394
"19112","54021",113
"19113","54022",598
"19114","54023",112
"19115","54024",621
"19116","54025",224
"19117","54026",1
"19118","54028",112
"19119","54082",1
"19120","54101",1
"19121","54102",1
"19122","54106",214
"19123","54107",2
"19124","54110",215
"19125","54112",113
"19126","54114",261
"19127","54115",37
"19128","54121",1
"19129","54126",1
"19130","54128",112
"19131","54129",260
"19132","54130",565
"19133","54136",113
"19134","54138",2
"19135","54140",282
"19136","54143",395
"19137","54149",1
"19138","54150",1
"19139","54151",215
"19140","54152",1
"19141","54153",394
"19142","54154",113
"19143","54155",113
"19144","54157",428
"19145","54161",112
"19146","54162",326
"19147","54165",372
"19148","54166",329
"19149","54169",1
"19150","54171",1
"19151","54173",283
"19152","54174",113
"19153","54177",1
"19154","54180",112
"19155","54201",282
"19156","54202",1
"19157","54204",2
"19158","54205",2
"19159","54208",224
"19160","54209",542
"19161","54210",1
"19162","54211",112
"19163","54212",576
"19164","54216",2
"19165","54217",576
"19166","54220",279
"19167","54227",1
"19168","54228",112
"19169","54229",113
"19170","54230",2
"19171","54234",474
"19172","54235",147
"19173","54241",474
"19174","54245",1
"19175","54246",1
"19176","54301",576
"19177","54302",103
"19178","54303",170
"19179","54304",313
"19180","54311",587
"19181","54313",439
"19182","54401",189
"19183","54403",70
"19184","54405",496
"19185","54406",112
"19186","54407",1
"19187","54408",1
"19188","54409",340
"19189","54411",1
"19190","54421",113
"19191","54423",1
"19192","54424",1
"19193","54426",1
"19194","54429",1
"19195","54433",113
"19196","54434",1
"19197","54440",1
"19198","54441",1
"19199","54446",113
"19200","54448",113
"19201","54449",406
"19202","54450",1
"19203","54451",307
"19204","54452",317
"19205","54454",112
"19206","54455",306
"19207","54456",428
"19208","54457",224
"19209","54466",1
"19210","54467",296
"19211","54470",112
"19212","54473",2
"19213","54474",326
"19214","54475",1
"19215","54476",306
"19216","54479",215
"19217","54480",1
"19218","54481",169
"19219","54484",1
"19220","54487",339
"19221","54491",1
"19222","54494",126
"19223","54495",394
"19224","54499",214
"19225","54501",125
"19226","54512",113
"19227","54519",1
"19228","54520",372
"19229","54521",654
"19230","54524",2
"19231","54527",1
"19232","54531",2
"19233","54534",260
"19234","54538",1
"19235","54539",112
"19236","54540",394
"19237","54545",113
"19238","54546",1
"19239","54547",214
"19240","54548",395
"19241","54552",2
"19242","54555",215
"19243","54558",215
"19244","54559",1
"19245","54560",113
"19246","54562",326
"19247","54566",1
"19248","54568",474
"19249","54601",400
"19250","54603",284
"19251","54610",2
"19252","54611",1
"19253","54612",215
"19254","54613",112
"19255","54615",554
"19256","54618",2
"19257","54619",261
"19258","54622",1
"19259","54623",1
"19260","54626",112
"19261","54627",1
"19262","54628",1
"19263","54629",2
"19264","54630",112
"19265","54631",113
"19266","54634",215
"19267","54635",112
"19268","54636",508
"19269","54639",112
"19270","54642",1
"19271","54643",1
"19272","54644",2
"19273","54646",214
"19274","54648",1
"19275","54650",81
"19276","54651",1
"19277","54652",1
"19278","54653",1
"19279","54655",1
"19280","54656",147
"19281","54660",307
"19282","54665",541
"19283","54666",1
"19284","54667",1
"19285","54669",428
"19286","54701",382
"19287","54703",92
"19288","54720",261
"19289","54721",1
"19290","54722",113
"19291","54723",1
"19292","54724",474
"19293","54726",1
"19294","54727",113
"19295","54728",326
"19296","54729",417
"19297","54730",1
"19298","54731",1
"19299","54732",214
"19300","54734",1
"19301","54736",282
"19302","54739",1
"19303","54740",2
"19304","54742",1
"19305","54745",1
"19306","54747",112
"19307","54750",1
"19308","54751",384
"19309","54754",1
"19310","54755",428
"19311","54756",112
"19312","54757",1
"19313","54758",428
"19314","54761",1
"19315","54762",1
"19316","54763",113
"19317","54767",1
"19318","54768",261
"19319","54769",214
"19320","54770",112
"19321","54771",372
"19322","54773",326
"19323","54801",621
"19324","54806",307
"19325","54810",215
"19326","54812",394
"19327","54814",112
"19328","54816",1
"19329","54817",113
"19330","54818",1
"19331","54820",112
"19332","54821",112
"19333","54822",1
"19334","54828",1
"19335","54829",326
"19336","54830",214
"19337","54832",1
"19338","54835",1
"19339","54837",113
"19340","54840",113
"19341","54843",395
"19342","54844",1
"19343","54847",215
"19344","54848",316
"19345","54853",326
"19346","54854",2
"19347","54858",112
"19348","54859",1
"19349","54864",112
"19350","54868",418
"19351","54870",1
"19352","54872",474
"19353","54874",112
"19354","54875",1
"19355","54876",113
"19356","54880",92
"19357","54889",261
"19358","54891",113
"19359","54893",215
"19360","54895",112
"19361","54896",1
"19362","54901",440
"19363","54902",70
"19364","54904",395
"19365","54911",181
"19366","54912",1
"19367","54913",523
"19368","54914",103
"19369","54915",429
"19370","54923",588
"19371","54929",372
"19372","54930",2
"19373","54935",299
"19374","54937",326
"19375","54940",1
"19376","54942",113
"19377","54944",2
"19378","54945",112
"19379","54949",2
"19380","54950",224
"19381","54952",273
"19382","54956",340
"19383","54961",296
"19384","54962",1
"19385","54963",224
"19386","54966",1
"19387","54968",1
"19388","54970",1
"19389","54971",519
"19390","54979",1
"19391","54981",307
"19392","54982",520
"19393","54983",113
"19394","54984",2
"19395","54986",2
"19396","57001",1
"19397","57003",113
"19398","57004",1
"19399","57005",496
"19400","57006",114
"19401","57013",282
"19402","57014",1
"19403","57016",112
"19404","57018",1
"19405","57022",1
"19406","57025",1
"19407","57028",2
"19408","57029",326
"19409","57030",1
"19410","57031",1
"19411","57032",112
"19412","57033",113
"19413","57035",112
"19414","57036",1
"19415","57037",2
"19416","57039",113
"19417","57042",564
"19418","57043",214
"19419","57048",1
"19420","57049",215
"19421","57054",1
"19422","57058",113
"19423","57059",1
"19424","57061",1
"19425","57062",1
"19426","57064",214
"19427","57066",113
"19428","57068",1
"19429","57069",417
"19430","57070",113
"19431","57071",112
"19432","57075",1
"19433","57078",159
"19434","57101",1
"19435","57103",632
"19436","57104",277
"19437","57105",292
"19438","57106",284
"19439","57107",261
"19440","57108",519
"19441","57109",1
"19442","57110",508
"19443","57197",1
"19444","57201",377
"19445","57212",1
"19446","57213",1
"19447","57219",1
"19448","57224",1
"19449","57225",428
"19450","57231",113
"19451","57234",112
"19452","57235",2
"19453","57237",1
"19454","57241",1
"19455","57252",565
"19456","57255",1
"19457","57259",1
"19458","57260",112
"19459","57262",215
"19460","57268",1
"19461","57273",2
"19462","57274",214
"19463","57279",1
"19464","57301",395
"19465","57313",1
"19466","57315",224
"19467","57317",112
"19468","57319",1
"19469","57321",1
"19470","57323",1
"19471","57325",224
"19472","57326",1
"19473","57328",112
"19474","57330",112
"19475","57337",1
"19476","57345",214
"19477","57349",2
"19478","57350",362
"19479","57353",1
"19480","57354",1
"19481","57355",113
"19482","57356",112
"19483","57362",372
"19484","57366",1
"19485","57367",1
"19486","57369",261
"19487","57376",112
"19488","57380",112
"19489","57382",1
"19490","57383",1
"19491","57385",1
"19492","57401",280
"19493","57402",2
"19494","57428",2
"19495","57430",1
"19496","57432",2
"19497","57437",1
"19498","57438",112
"19499","57442",113
"19500","57445",112
"19501","57450",113
"19502","57451",1
"19503","57454",1
"19504","57456",113
"19505","57466",1
"19506","57469",372
"19507","57471",1
"19508","57472",214
"19509","57501",429
"19510","57523",224
"19511","57528",1
"19512","57532",112
"19513","57533",215
"19514","57543",112
"19515","57544",112
"19516","57548",1
"19517","57551",261
"19518","57552",1
"19519","57555",112
"19520","57559",2
"19521","57560",1
"19522","57564",112
"19523","57567",326
"19524","57568",1
"19525","57572",1
"19526","57580",541
"19527","57601",372
"19528","57620",112
"19529","57625",260
"19530","57626",112
"19531","57631",1
"19532","57632",1
"19533","57638",215
"19534","57640",1
"19535","57641",1
"19536","57642",1
"19537","57651",1
"19538","57701",577
"19539","57702",70
"19540","57703",282
"19541","57706",2
"19542","57709",1
"19543","57717",496
"19544","57718",215
"19545","57719",214
"19546","57720",2
"19547","57725",1
"19548","57730",113
"19549","57732",474
"19550","57745",576
"19551","57747",496
"19552","57750",112
"19553","57751",215
"19554","57754",2
"19555","57763",1
"19556","57770",1
"19557","57783",473
"19558","57785",576
"19559","57790",112
"19560","57793",112
"19561","75001",191
"19562","75002",351
"19563","75006",276
"19564","75007",214
"19565","75009",214
"19566","75010",565
"19567","75013",525
"19568","75019",306
"19569","75020",373
"19570","75021",326
"19571","75022",372
"19572","75023",429
"19573","75024",339
"19574","75025",542
"19575","75026",2
"19576","75028",103
"19577","75032",2
"19578","75034",385
"19579","75035",394
"19580","75038",542
"19581","75039",576
"19582","75040",281
"19583","75041",214
"19584","75042",170
"19585","75043",329
"19586","75044",576
"19587","75048",326
"19588","75050",48
"19589","75051",318
"19590","75052",349
"19591","75056",373
"19592","75057",262
"19593","75058",113
"19594","75060",384
"19595","75061",304
"19596","75062",318
"19597","75063",158
"19598","75065",283
"19599","75067",614
"19600","75068",214
"19601","75069",254
"19602","75070",439
"19603","75071",340
"19604","75074",222
"19605","75075",346
"19606","75076",372
"19607","75077",315
"19608","75078",112
"19609","75080",294
"19610","75081",214
"19611","75082",496
"19612","75086",1
"19613","75087",169
"19614","75088",530
"19615","75089",260
"19616","75090",203
"19617","75091",1
"19618","75092",406
"19619","75093",364
"19620","75094",261
"19621","75098",125
"19622","75099",1
"19623","75103",340
"19624","75104",407
"19625","75106",1
"19626","75109",1
"19627","75110",181
"19628","75115",15
"19629","75116",48
"19630","75117",214
"19631","75119",137
"19632","75120",112
"19633","75124",1
"19634","75125",260
"19635","75126",284
"19636","75127",1
"19637","75134",224
"19638","75137",417
"19639","75140",496
"19640","75141",112
"19641","75142",554
"19642","75143",406
"19643","75146",417
"19644","75147",295
"19645","75148",261
"19646","75149",406
"19647","75150",343
"19648","75152",1
"19649","75153",1
"19650","75154",372
"19651","75155",1
"19652","75156",260
"19653","75159",114
"19654","75160",222
"19655","75161",112
"19656","75165",233
"19657","75166",112
"19658","75169",283
"19659","75173",2
"19660","75180",296
"19661","75182",215
"19662","75189",372
"19663","75201",576
"19664","75202",542
"19665","75203",261
"19666","75204",384
"19667","75205",418
"19668","75206",192
"19669","75207",273
"19670","75208",59
"19671","75209",169
"19672","75210",136
"19673","75211",384
"19674","75212",565
"19675","75214",340
"19676","75215",340
"19677","75216",373
"19678","75217",373
"19679","75218",315
"19680","75219",440
"19681","75220",258
"19682","75221",1
"19683","75223",474
"19684","75224",114
"19685","75225",599
"19686","75226",406
"19687","75227",340
"19688","75228",395
"19689","75229",433
"19690","75230",136
"19691","75231",473
"19692","75232",474
"19693","75233",294
"19694","75234",159
"19695","75235",125
"19696","75236",1
"19697","75237",395
"19698","75238",48
"19699","75240",379
"19700","75241",261
"19701","75243",462
"19702","75244",329
"19703","75246",215
"19704","75247",306
"19705","75248",440
"19706","75251",1
"19707","75252",542
"19708","75253",215
"19709","75254",610
"19710","75261",14
"19711","75270",1
"19712","75287",587
"19713","75342",112
"19714","75359",1
"19715","75401",599
"19716","75402",340
"19717","75403",113
"19718","75407",295
"19719","75409",261
"19720","75410",2
"19721","75416",1
"19722","75418",530
"19723","75420",1
"19724","75421",1
"19725","75422",1
"19726","75423",2
"19727","75424",2
"19728","75426",496
"19729","75428",326
"19730","75431",1
"19731","75432",215
"19732","75433",1
"19733","75435",1
"19734","75436",1
"19735","75439",1
"19736","75440",372
"19737","75442",261
"19738","75444",1
"19739","75446",113
"19740","75448",1
"19741","75449",1
"19742","75452",113
"19743","75454",2
"19744","75455",59
"19745","75457",215
"19746","75460",200
"19747","75462",520
"19748","75472",1
"19749","75473",1
"19750","75474",215
"19751","75477",1
"19752","75478",1
"19753","75482",462
"19754","75491",261
"19755","75494",406
"19756","75495",224
"19757","75496",1
"19758","75497",1
"19759","75501",514
"19760","75503",335
"19761","75505",1
"19762","75550",1
"19763","75551",439
"19764","75554",1
"19765","75556",112
"19766","75558",1
"19767","75559",428
"19768","75561",1
"19769","75563",283
"19770","75567",113
"19771","75569",112
"19772","75570",508
"19773","75571",2
"19774","75573",1
"19775","75601",214
"19776","75602",36
"19777","75603",260
"19778","75604",460
"19779","75605",333
"19780","75631",1
"19781","75633",307
"19782","75638",113
"19783","75639",1
"19784","75640",1
"19785","75641",1
"19786","75643",1
"19787","75644",576
"19788","75647",283
"19789","75650",326
"19790","75652",249
"19791","75654",576
"19792","75656",112
"19793","75657",428
"19794","75661",1
"19795","75662",249
"19796","75663",112
"19797","75668",214
"19798","75670",114
"19799","75671",1
"19800","75672",260
"19801","75681",1
"19802","75683",112
"19803","75684",112
"19804","75686",520
"19805","75691",214
"19806","75692",112
"19807","75693",224
"19808","75701",281
"19809","75702",514
"19810","75703",292
"19811","75704",260
"19812","75705",1
"19813","75706",283
"19814","75707",576
"19815","75708",326
"19816","75709",2
"19817","75713",1
"19818","75751",92
"19819","75752",1
"19820","75754",1
"19821","75755",113
"19822","75756",112
"19823","75757",326
"19824","75758",326
"19825","75759",1
"19826","75762",113
"19827","75763",520
"19828","75765",215
"19829","75766",340
"19830","75771",114
"19831","75773",394
"19832","75778",1
"19833","75782",1
"19834","75783",372
"19835","75785",113
"19836","75789",1
"19837","75790",113
"19838","75791",496
"19839","75792",112
"19840","75801",462
"19841","75802",1
"19842","75803",214
"19843","75831",372
"19844","75833",2
"19845","75835",610
"19846","75839",214
"19847","75840",474
"19848","75844",1
"19849","75845",112
"19850","75846",1
"19851","75850",1
"19852","75851",2
"19853","75853",1
"19854","75855",1
"19855","75856",113
"19856","75859",1
"19857","75860",224
"19858","75862",496
"19859","75901",246
"19860","75902",1
"19861","75903",1
"19862","75904",598
"19863","75925",283
"19864","75931",113
"19865","75934",1
"19866","75935",340
"19867","75936",1
"19868","75939",326
"19869","75941",261
"19870","75946",1
"19871","75948",428
"19872","75949",113
"19873","75951",340
"19874","75954",113
"19875","75956",215
"19876","75961",451
"19877","75963",112
"19878","75964",339
"19879","75965",576
"19880","75968",2
"19881","75972",295
"19882","75974",112
"19883","75975",113
"19884","75979",508
"19885","75980",1
"19886","76001",565
"19887","76002",215
"19888","76006",215
"19889","76008",215
"19890","76009",406
